Nomi,Narxi ($),Tavsifi,Rasm
DS-2CD2143G2-IU(2.8mm)(O-STD),73.3,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.005 Lux @ (F1.6. AGC ON). 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
Built-in microphone",
DS-2CD2143G2-IS 2.8mm,80,"4 MP AcuSense Fixed Dome Network Camera
High quality imaging with 4 MP resolution
Clear imaging against strong backlight due to 120 dB WDR technology
Efficient H.265+ compression technology
Water and dust resistant (IP67) and vandal resistant (IK10)
Focus on human and vehicle targets classification based on deep learning",
DS-2CD2163G2-I(2.8mm)(O-STD),78,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
 Color: 0.005 lux@(F1.6. AGC ON). 0 lux with IR; 
20fps(3200x1800). 25fps/30fps (2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-S model: Audio/Alarm IO",
DS-2CD2183G2-I(2.8mm)(O-STD),89,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
 Color: 0.005 lux@(F1.6. AGC ON). 0 lux with IR; 
20fps(3840×2160). 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-S model: Audio/Alarm IO",
DS-2CD2183G2-IU(2.8mm)(O-STD),93.6,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
 Color: 0.005 lux@(F1.6. AGC ON). 0 lux with IR; 
20fps(3840×2160). 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; Builit-in microphone",
DS-2CD2345G0P-I(1.68mm)(O-STD),90.5,"1/2.7"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 lux@(F2.0. AGC ON). 0 lux with IR; 
25fps/24fps (2688×1520); VCA functions; dual streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 10m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service",
DS-2CD2347G2-L(2.8mm)(C),92.3,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0005 lux @(F1.0. AGC ON). 0 lux with LED on; 
25fps/30fps(2688×1520. 2304×1296. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",
DS-2CD2347G2-LU(2.8mm)(C)(O-STD),95,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0005 lux @(F1.0. AGC ON). 0 lux with LED on; 
25fps/30fps(2688×1520. 2304×1296. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",
"DS-2CD2387G2-LU 2,8mm C",180,"1/1.2"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0005 lux @(F1.0. AGC ON). 0 lux with LED on; 
25/24fps(3840×2160). 25fps/30fps(3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",
DS-2CD2421G0-I(2.8mm)(C)(O-STD),37.5,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 Lux @ (F2.0. AGC ON). 0 lux with IR; 25Fps/30fps(1920×1080); VCA functions; 2 streams; DWDR; 3D DNR; BLC; ICR; EXIR. up to 10m; support on-board storage up to 128GB(SD card slot). Hik-Connect cloud service. Build-in microphone and speaker; Built-in 2.4G Wi-Fi. 802.11b/g/n; 12VDC&PoE power supply. 
*SD card is not included.",
DS-2CD2421G0-IW 2.8mm W,50,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 Lux @ (F2.0. AGC ON). 0 lux with IR; 25Fps/30fps(1920×1080); VCA functions; 2 streams; DWDR; 3D DNR; BLC; ICR; EXIR. up to 10m; support on-board storage up to 128GB(SD card slot). Hik-Connect cloud service. Build-in microphone and speaker; Built-in 2.4G Wi-Fi. 802.11b/g/n; 12VDC&PoE power supply. 
*SD card is not included.
WiFi",
"DS-2CD2443G0E-I(C) 2,8mm",50,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.01 Lux @ (F1.6. AGC ON). 0 lux with IR; 20fps (2560×1440); VCA functions; 2 streams; WDR; 3D DNR; BLC; ICR; EXIR. up to 10m; DC12V&PoE; Built-in mic&speaker; Built-in micro SD/SDHC/SDXC slot. up to 256GB; HIK-Connect cloud service
*-W model: built-in Wi-Fi",
DS-2CD2443G0-IW 2.8MM W,69,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.01 Lux @ (F1.6. AGC ON). 0 lux with IR; 20fps (2560×1440); VCA functions; 2 streams; WDR; 3D DNR; BLC; ICR; EXIR. up to 10m; DC12V&PoE; Built-in mic&speaker; Built-in micro SD/SDHC/SDXC slot. up to 256GB; HIK-Connect cloud service
*-W model: built-in Wi-Fi",
DS-2CD2443G2-I(2.8mm)(O-STD),60,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
2.8/4mm: Color: 0.005 Lux @ (F1.6. AGC ON). 0 lux with IR; 2mm: 0.008 Lux @ (F2.0. AGC ON) . 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR;  EXIR. up to 10m; DC12V&PoE; Built-in mic&speaker; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service",
DS-2CD2463G2-I(2.8mm)(O-STD),65,"1/2.9"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 lux @(F2.0. AGC ON). 0 lux with IR; 
20fps(2944×1656). 25Fps/30fps(2560×1440. 2048×1536. 1920×1080);  VCA functions; 3 streams; 3D DNR; BLC; BLC/HLC; ICR; EXIR. up to 10m; DC12V&PoE; Built-in mic&speaker; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-W model: built-in Wi-Fi",
DS-2CD2543G0-I(2.8mm)(O-STD),86,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.018 Lux @ (F1.6. AGC ON). 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 10m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-S model: built-in mic. Audio/Alarm IO
*-W model: built-in Wi-Fi. cannot be directly connected by Hik-Connect App in wireless way",
DS-2CD2543G2-I(2.8mm),88,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.005 Lux @ (F1.6. AGC ON). 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;Built-in microphone
*-S model: Audio/Alarm IO
*-W model:Wi-Fi",
"DS-2CD2543G2-IS 2,8mm",100,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR, up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;Built-in microphone
*-S model: Audio/Alarm IO
*-W model:Wi-Fi",
DS-2CD2566G2-I(2.8mm)(C)(O-STD),121,"1/2.4"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.003 lux@(F1.6. AGC ON). 0 lux with IR; 
 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;Built-in microphone
*-S model: Audio/Alarm I/O",
DS-2CD2643G2-IZS(2.8-12mm)(O-STD),168,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.005 Lux @ (F1.6. AGC ON). 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 60m; Audio/Alarm IO; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service",
DS-2CD2663G1-IZ(2.8-12mm)(O-STD),163,"1/2.9"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.018 Lux @ (F1.6. AGC ON). 0 lux with IR;  20fps(3072×2048. 3072×1728). 25fps/30fps (2560×1440. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 50m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-S model: Audio/Alarm IO",
DS-2CD2663G2-IZS 2.8-12MM,175,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
 Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR; 
20fps(3200x1800), 25fps/30fps (2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR, up to 60m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; Audio/Alarm IO",
DS-2CD2683G2-IZS 2.8-12MM,240,"8 MP AcuSense Motorized Varifocal Bullet Network Camera
High quality imaging with 8 MP resolution
Motorized varifocal lens for easy installation and monitoring
Efficient H.265+ compression technology
Clear imaging against strong backlight due to 120 dB true WDR technology
Focus on human and vehicle targets classification based on deep learning
Audio and alarm interface available
Water and dust resistant (IP67) and vandal-resistant (IK10)",
DS-2CD2685G0-IZS(2.8-12mm)(O-STD),215,"1/2"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.011 Lux @ (F1.4. AGC ON). 0 lux with IR; 
20fps(3840×2160). 25fps/30fps (3072×1728. 2560×1440. 2048×1536.1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 50m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; Built-in Audio/Alarm I/O. HIK-Connect cloud service",
DS-2CD2686G2-IZS(2.8-12mm)(C)(O-STD),240,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.003 Lux @ (F1.4. AGC ON). 0 lux with IR; 
25fps/24fps(3840×2160). 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 60m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; Audio/Alarm I/O",
DS-2CD2D25G1-D/NF(2.8mm)(O-STD),77,"1/2.8"" Progressive Scan CMOS ，60 fps@ 1920 × 1080.2.8 mm/3.7 mm， H.264 and H.265 encoding ，G.711/G.722.1/G.726/MP2L2/PCM/AAC，true WDR，12 VDC ± 20%. 0.13 A. max. 1.5 W. Ø5.5 mm coaxial power plug，31.5 mm × 31.5 mm × 22 mm",
DS-2CD2D25G1-D/NF(3.7mm)(O-STD),77,"1/2.8"" Progressive Scan CMOS ，60 fps@ 1920 × 1080.2.8 mm/3.7 mm， H.264 and H.265 encoding ，G.711/G.722.1/G.726/MP2L2/PCM/AAC，true WDR，12 VDC ± 20%. 0.13 A. max. 1.5 W. Ø5.5 mm coaxial power plug，31.5 mm × 31.5 mm × 22 mm",
DS-2CD2T43G2-2I(4mm)(O-STD),95,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.005 Lux @ (F1.6. AGC ON). 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-2I/4I model: up to 60m/80m IR distance",
DS-2CD2T43G2-4I 2.8mm,95,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.005 Lux @ (F1.6. AGC ON). 0 lux with IR; 25fps/30fps(2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-2I/4I model: up to 60m/80m IR distance",
DS-2CD2T45G0P-I(1.68mm)(O-STD),110,"1/2.7"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 lux@(F2.0. AGC ON). 0 lux with IR; 
25fps/24fps (2688×1520); VCA functions; dual streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 10m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service",
DS-2CD2T46G2-2I 2.8mm C,105,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology,Color: 0.003 lux @(F1.4, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520,1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-2I/4I model: up to 60m(2Leds)/80m(4Leds) IR distance",
DS-2CD2T47G2-L(2.8mm)(C)(O-STD),119,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0005 lux @(F1.0. AGC ON). 0 lux with LED on; 
25fps/30fps(2688×1520. 2304×1296. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;",
DS-2CD2T47G2-L 4MM,120,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0005 lux @(F1.0. AGC ON). 0 lux with LED on; 
25fps/30fps(2688×1520. 2304×1296. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;",
DS-2CD2T63G0-I5(4mm)(O-STD),100,"1/2.9"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 lux @(F2.0. AGC ON). 0 lux with IR; 20fps(3072×2048. 3072×1728). 25fps/30fps (2560×1440. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-I5/I8 model: up to 50m/80m IR distance",
DS-2CD2T63G2-4I(2.8mm)(O-STD),110,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
 Color: 0.005 lux@(F1.6. AGC ON). 0 lux with IR; 
20fps(3200x1800). 25fps/30fps (2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-2I/4I model: up to 60m(2Leds)/80m(4Leds) IR distance",
DS-2CD2T63G2-2I 2.8MM,110,"1/2.5"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 lux @(F2.0. AGC ON). 0 lux with IR; 12.5/15fps(3840×2160). 20fps(3072×1728). 25fps/30fps (2560×1440. 1920×1080. 1280×720); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-I5/I8 model: up to 50m/80m IR distance",
DS-2CD2T65G1-I8(2.8mm)(O-STD),118,"1/2.4"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.014 lux@(F1.6. AGC ON). 0 lux with IR; 
20fps(3072×2048). 25fps/30fps(2560×1440. 2048×1536. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-I5/I8 model: up to 50m(2Leds)/80m(4Leds) IR distance",
DS-2CD2T83G0-I5(4mm)(O-STD),120,"1/2.5"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.028 lux @(F2.0. AGC ON). 0 lux with IR; 12.5/15fps(3840×2160). 20fps(3072×1728). 25fps/30fps (2560×1440. 1920×1080. 1280×720); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR. up to 30m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service
*-I5/I8 model: up to 50m/80m IR distance",
DS-2CD2T86G2-2I(2.8mm)(C),138,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.003 lux@(F1.6. AGC ON). 0 lux with IR; 
25fps/24fps(3840×2160). 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-2I/4I model: up to 60m(2Leds)/80m(4Leds) IR distance",
DS-2CD2T86G2-2I(4mm)(C)(O-STD),145,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.003 lux@(F1.6. AGC ON). 0 lux with IR; 
25fps/24fps(3840×2160). 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-2I/4I model: up to 60m(2Leds)/80m(4Leds) IR distance",
"DS-2CD2T86G2-4I 2,8MM",150,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology. Color: 0.003 lux@(F1.6. AGC ON). 0 lux with IR; 
25fps/24fps(3840×2160). 25fps/30fps (3200x1800. 2688×1520. 1920×1080); VCA functions; 3 streams; 3D DNR; BLC/HLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;
*-2I/4I model: up to 60m(2Leds)/80m(4Leds) IR distance",
DS-2CD2746G2-IZS,180,"1/3"" Progressive Scan CMOS((C) model); H.265+/H.265/H.264+/H.264/MJPEG; 
Powered by Darkfighter technology,Color: 0.003 lux @(F1.4, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520,1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; Audio/Alarm I/O
*non-(C) model:1/2.7"" Progressive Scan CMOS",
DS-2CD2783G2-IZS(2.8-12mm)(O-STD),200,"8 MP AcuSense Motorized Varifocal Dome Network Camera
High quality imaging with 8 MP resolution
Motorized varifocal lens for easy installation and monitoring
Efficient H.265+ compression technology
Clear imaging against strong backlight due to 120 dB true WDR technology
Focus on human and vehicle targets classification based on deep learning
Audio and alarm interface available
Water and dust resistant (IP67) and vandal-resistant (IK10)",
DS-2CD2147G2-LSU 2.8MM C,112,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on; 
25fps/30fps(2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*-SU model: Audio/Alarm I/O, Built-in microphone",
DS-2CD1063G2-LIU 2.8MM,53.3,"High quality imaging with 6 MP resolution
Support Human and Vehicle Detection
Smart Hybrid Light: advanced technology with long range
Water and dust resistant (IP67)
Efficient H.265+ compression technology",
DS-2CD1023G2-LIU 2.8MM,35,"High quality imaging with 2 MP resolution
Support Human and Vehicle Detection
Smart Hybrid Light: advanced technology with long range
Built-in microphone for real-time audio security
Water and dust resistant (IP67)
Efficient H.265+ compression technology",
DS-2CD1043G2-LIU 2.8MM,48,"High quality imaging with 4 MP resolution
Support Human and Vehicle Detection
Smart Hybrid Light: advanced technology with long range
Built-in microphone for real-time audio security
Water and dust resistant (IP67)
Efficient H.265+ compression technology",
DS-2CD2183G2-LI 2.8MM,95,"High quality imaging with 8 MP resolution
Acusense: Focus on human and vehicle classification based on deep learning
Smart Hybrid Light: Integrates IR and White lights, 4 supplemental lighting modes
-2U: Built-in dual microphone for real-time high quality audio security
Clear imaging against strong back light due to 120 dB true WDR technology
Efficient H.265+ compression technology
Water and dust resistant (IP67) and vandal-resistant (IK10)",
DS-2CD2T63G2-2LI 2.8MM,110,"High quality imaging with 6 MP resolution
Acusense: Focus on human and vehicle classification based on deep learning
Smart Hybrid Light: Integrates IR and White lights, 4 supplemental lighting modes
-2U: Built-in dual microphone for real-time high quality audio security
Clear imaging against strong back light due to 120 dB true WDR technology
Efficient H.265+ compression technology
Water and dust resistant (IP67) and vandal-resistant (IK10)",
DS-2CD1147G2-LUF 2.8MM,75,"High quality imaging with 4 MP resolution
24/7 colorful imaging
Support Human and Vehicle Detection
Water and dust resistant (IP67) and vandal resistant (IK08)
Clear imaging even with strong back lighting due to 120 dB WDR
Efficient H.265+ compression technology
Support on-board storage up to 256GB (SD card slot)(Optional)
Built-in microphone for real-time audio security(Optional)",
DS-2CD2043G2-LI2U BLACK 2.8MM,80,"High quality imaging with 4 MP resolution
Acusense: Focus on human and vehicle classification based on deep learning
Smart Hybrid Light: Integrates IR and White lights, 4 supplemental lighting modes
-2U: Built-in dual microphone for real-time high quality audio security
Clear imaging against strong back light due to 120 dB true WDR technology
Efficient H.265+ compression technology
Water and dust resistant (IP67)",
DS-2CD2063G2-LI2U BLACK 2.8MM,83,"6 MP Acusense Smart Hybrid Light Fixed Bullet Network Camera
High quality imaging with 6 MP resolution
Acusense: Focus on human and vehicle classification based on deep learning
Smart Hybrid Light: Integrates IR and White lights, 4 supplemental lighting modes
-2U: Built-in dual microphone for real-time high quality audio security
Clear imaging against strong back light due to 120 dB true WDR technology
Efficient H.265+ compression technology
Water and dust resistant (IP67)",
DS-2CD2143G2-IU BLACK 2.8MM,85,"4 MP AcuSense Built-in Mic Fixed Dome Network Camera
High quality imaging with 4 MP resolution
Clear imaging against strong backlight due to 120 dB WDR technology
Efficient H.265+ compression technology
Built-in microphone for real-time audio security
Water and dust resistant (IP67) and vandal resistant (IK10)
Focus on human and vehicle targets classification based on deep learning",
DS-2CD1027G2H-LIU 2.8MM,48,"2 MP ColorVu with Smart Hybrid Light Fixed Bullet Network Camera
High quality imaging with 2 MP resolution
Support Human and Vehicle Detection
Smart Hybrid Light: advanced technology with long range
Efficient H.265+ compression technology
Support on-board storage up to 512 GB (SD card slot) (Optional)
Built-in microphone for real-time audio security
Water and dust resistant (IP67)",
DS-2CD2043G2-LI 2.8MM,68.8,"4 MP AcuSense Fixed Bullet Network Camera
High quality imaging with 4 MP resolution
Clear imaging against strong backlight due to 120 dB WDR technology
Efficient H.265+ compression technology
-U: Built-in microphone for real-time audio security
Water and dust resistant (IP67)
Focus on human and vehicle targets classification based on deep learning",
DS-2CD2043G2-LI2U 2.8MM,75,"4 MP Acusense Smart Hybrid Light Fixed Bullet Network Camera
High quality imaging with 4 MP resolution
Acusense: Focus on human and vehicle classification based on deep learning
Smart Hybrid Light: Integrates IR and White lights, 4 supplemental lighting modes
-2U: Built-in dual microphone for real-time high quality audio security
Clear imaging against strong back light due to 120 dB true WDR technology
Efficient H.265+ compression technology
Water and dust resistant (IP67)",
